work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M
2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M
2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M
2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M
2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M
2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M
2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M
2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M
2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M
2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M
2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M
2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M
2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L
2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M
2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M
2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M
2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M
2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S
2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M
2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M
2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M
2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M
2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L
2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M
2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M
2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M
2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M
2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M
2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,M
2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L
2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L
2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,M
2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L
2022,MI,FT,Data Analyst,40000,GBP,52351,GB,100,GB,M
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,M
2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,M
2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,M
2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,M
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M
2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,M
2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M
2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M
2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,L
2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,L
2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M
2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M
2022,SE,FT,Data Engineer,100800,USD,100800,US,100,US,L
2022,MI,FT,Data Engineer,45000,EUR,49461,ES,100,ES,M
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
2022,MI,FT,Data Analyst,30000,GBP,39263,GB,100,GB,M
2022,MI,FT,Data Analyst,40000,EUR,43966,ES,100,ES,M
2022,MI,FT,Data Analyst,30000,EUR,32974,ES,100,ES,M
2022,MI,FT,Data Engineer,80000,EUR,87932,ES,100,ES,M
2022,MI,FT,Data Engineer,70000,EUR,76940,ES,100,ES,M
2022,MI,FT,Data Engineer,80000,GBP,104702,GB,100,GB,M
2022,MI,FT,Data Engineer,70000,GBP,91614,GB,100,GB,M
2022,MI,FT,Data Engineer,60000,EUR,65949,ES,100,ES,M
2022,MI,FT,Data Engineer,80000,EUR,87932,GR,100,GR,M
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
2022,MI,FT,Data Analyst,40000,EUR,43966,GR,100,GR,M
2022,MI,FT,Data Analyst,30000,EUR,32974,GR,100,GR,M
2022,MI,FT,Data Engineer,75000,GBP,98158,GB,100,GB,M
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M
2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,L
2022,MI,FT,Data Engineer,70000,EUR,76940,GR,100,GR,M
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L
2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
2022,EN,FT,ML Engineer,20000,EUR,21983,PT,100,PT,L
2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
2022,MI,FT,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M
2022,EX,FT,Director of Data Science,250000,CAD,196979,CA,50,CA,L
2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S
2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,M
2022,MI,FT,NLP Engineer,240000,CNY,37236,US,50,US,L
2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,M
2022,MI,FT,Business Data Analyst,1400000,INR,18442,IN,100,IN,M
2022,MI,FT,Data Scientist,2400000,INR,31615,IN,100,IN,L
2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,PT,L
2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L
2022,MI,PT,Data Engineer,50000,EUR,54957,DE,50,DE,L
2022,EN,FT,Data Scientist,1400000,INR,18442,IN,100,IN,M
2022,SE,FT,Principal Data Scientist,148000,EUR,162674,DE,100,DE,M
2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M
2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,MI,FT,Data Scientist,140000,GBP,183228,GB,0,GB,M
2022,MI,FT,Data Scientist,70000,GBP,91614,GB,0,GB,M
2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S
2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M
2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M
2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M
2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M
2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,CZ,M
2022,SE,FT,Head of Data,200000,USD,200000,MY,100,US,M
2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,100,CA,S
2022,MI,FT,Data Scientist,150000,PLN,35590,PL,100,PL,L
2022,SE,FT,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M
2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M
2022,EN,FT,Data Engineer,52800,EUR,58035,PK,100,DE,M
2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2022,SE,FT,Research Scientist,85000,EUR,93427,FR,50,FR,L
2022,EN,FT,Data Scientist,66500,CAD,52396,CA,100,CA,L
2022,SE,FT,Machine Learning Engineer,57000,EUR,62651,NL,100,NL,L
2022,MI,FT,Head of Data,30000,EUR,32974,EE,100,EE,S
2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L
2022,MI,FT,Machine Learning Engineer,121000,AUD,87425,AU,100,AU,L
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
2022,EN,FT,Data Scientist,120000,AUD,86703,AU,50,AU,M
2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L
2022,MI,FT,Research Scientist,59000,EUR,64849,AT,0,AT,L
2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L
2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,100,US,L
2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S
2022,MI,FT,Business Data Analyst,90000,CAD,70912,CA,50,CA,L
2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S
2022,SE,FT,Machine Learning Engineer,65000,EUR,71444,IE,100,IE,S
2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M
2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S
2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M
2022,MI,FT,Data Engineer,62000,EUR,68147,FR,100,FR,M
2022,MI,FT,Data Scientist,115000,CHF,122346,CH,0,CH,L
2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L
2022,MI,FT,Data Scientist,88000,CAD,69336,CA,100,CA,M
2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M
2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L
2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L
2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L
2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M
2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M
2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M
2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M
2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M
2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M
2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M
2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,M
2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M
2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M
2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M
2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
2022,MI,FT,Data Analyst,50000,GBP,65438,GB,0,GB,M
2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M
2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M
2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M
2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M
2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M
2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M
2022,MI,FT,Data Analyst,35000,GBP,45807,GB,0,GB,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M
2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M
2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M
2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M
2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M
2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L
2021,MI,FT,Data Scientist,78000,EUR,92000,GB,50,DE,M
2022,SE,FT,Machine Learning Engineer,130000,USD,130000,AU,100,US,L
2020,EN,FT,Data Analyst,45000,GBP,60000,DE,0,GB,S
2023,SE,FT,Business Data Analyst,125000,USD,125000,GB,50,US,M
2023,MI,FT,Machine Learning Engineer,95000,CAD,75000,JP,50,CA,M
2024,SE,FT,Lead Data Scientist,240000,USD,240000,IN,100,US,L
2020,MI,FT,Product Data Analyst,70000,USD,70000,JP,50,US,M
2021,EN,FT,Data Engineer,55000,AUD,40000,FR,0,AU,S
2022,SE,FT,Machine Learning Scientist,175000,USD,175000,IN,100,US,L
2023,MI,FT,Business Intelligence Dev,100000,USD,100000,NL,50,US,M
2021,SE,FT,Data Scientist,95000,EUR,112000,CA,50,DE,M
2022,EN,FT,Machine Learning Engineer,120000,USD,120000,NL,100,US,L
2020,MI,FT,Data Analyst,65000,GBP,85000,IN,0,GB,M
2023,SE,FT,Business Data Analyst,110000,USD,110000,IT,50,CA,M
2023,MI,FT,Machine Learning Engineer,98000,CAD,78000,DE,50,US,M
2024,SE,FT,Lead Data Scientist,220000,USD,220000,IT,100,US,L
2020,MI,FT,Product Data Analyst,50000,USD,50000,AU,50,US,M
2021,EN,FT,Data Engineer,58000,AUD,44000,GB,0,AU,S
2022,SE,FT,Machine Learning Scientist,175000,USD,175000,CA,100,JP,L
2023,MI,FT,Business Intelligence Dev,95000,USD,95000,FR,50,US,M
2020,SE,FT,Data Scientist,87000,EUR,100000,GB,100,FR,L
2021,MI,FT,Data Engineer,105000,USD,105000,JP,100,US,L
2023,EN,FT,Data Analyst,53000,GBP,70000,JP,0,,L
2021,EN,FT,Junior Data Scientist,55000,EUR,65000,IT,50,IT,S
2022,SE,FT,Senior Machine Learning Engineer,140000,USD,140000,CA,100,US,L
2020,MI,FT,Data Analyst,62000,GBP,80000,IN,50,GB,M
2021,EN,FT,Business Intelligence Analyst,40000,USD,32000,US,0,US,M
2023,MI,FT,Data Engineer,98000,USD,98000,FR,50,US,L
2024,SE,FT,Lead Data Scientist,200000,EUR,225000,IT,100,NL,M
2022,MI,FT,Product Data Analyst,72000,USD,72000,NL,50,US,L
2020,SE,FT,Senior Data Engineer,150000,USD,150000,US,100,US,L
2023,EN,FT,Data Analyst,48000,AUD,37000,FR,50,AU,S
2022,MI,FT,Machine Learning Engineer,110000,GBP,145000,DE,50,GB,M
2024,MI,FT,Data Scientist,140549,EUR,77000,IN,0,IT,M
2022,SE,FT,Senior Data Engineer,125520,AUD,260000,DE,100,GB,S
2024,SE,FT,Junior Data Scientist,148384,USD,110500,US,100,US,S
2021,SE,FT,Senior Data Engineer,183332,EUR,20000,FR,100,IT,M
2023,SE,FT,Lead Data Scientist,54921,USD,150000,IT,50,US,S
2023,SE,FT,Business Intelligence Analyst,94821,AUD,72000,JP,0,IN,S
2020,SE,FT,Product Data Analyst,44642,USD,190000,US,0,US,S
2023,EN,FT,Business Intelligence Analyst,99541,CAD,7700000,FR,0,IT,L
2020,EN,FT,Junior Data Scientist,102386,USD,135000,IN,50,US,S
2021,EN,FT,Product Data Analyst,45700,USD,125000,AU,100,AU,S
2022,EN,FT,Data Engineer,167070,AUD,49500,NL,50,AU,S
2021,MI,FT,Machine Learning Engineer,150244,GBP,2100000,NL,0,FR,L
2024,SE,FT,Data Scientist,108234,EUR,38500,AU,100,US,L
2023,SE,FT,Machine Learning Scientist,129797,CAD,87000,CA,100,US,M
2023,SE,FT,Senior Data Engineer,188749,GBP,85000,GB,100,JP,S
2020,MI,FT,Senior Data Engineer,85562,USD,8000,CA,0,US,M
2024,MI,FT,Data Scientist,138623,CAD,3115000,DE,0,NL,M
2021,MI,FT,Data Engineer,134834,EUR,110000,CA,100,NL,M
2021,EN,FT,Data Analyst,79925,GBP,296100,IN,50,AU,M
2021,SE,FT,Senior Data Engineer,109916,CAD,56000,NL,50,US,M
2022,SE,FT,Lead Data Scientist,191650,AUD,209300,IT,0,DE,L
2022,MI,FT,Lead Data Scientist,42055,EUR,315000,CA,50,DE,M
2024,MI,FT,Lead Data Scientist,161475,EUR,46200,FR,100,NL,S
2021,EN,FT,Machine Learning Engineer,165089,GBP,98000,NL,100,FR,L
2021,SE,FT,Business Intelligence Analyst,147300,USD,115000,DE,0,US,S
2021,EN,FT,Business Intelligence Analyst,51326,USD,325000,GB,0,FR,L
2020,EN,FT,Business Intelligence Analyst,193377,AUD,42000,AU,50,US,M
2021,SE,FT,Lead Data Scientist,126983,USD,504000,CA,100,US,S
2020,SE,FT,Data Scientist,183854,CAD,100000,NL,100,IT,S
2022,MI,FT,Data Analyst,174730,GBP,117750,JP,100,DE,M
2023,EN,FT,Junior Data Scientist,91738,EUR,57198.9,DE,50,IT,M
2023,MI,FT,Data Scientist,118090,USD,70000,DE,0,US,S
2023,EN,FT,Senior Data Engineer,80048,CAD,66000,IN,50,GB,L
2021,MI,FT,Lead Data Scientist,86815,GBP,450000,GB,0,US,S
2023,SE,FT,Data Scientist,67629,USD,45100,NL,0,GB,L
2021,SE,FT,Data Engineer,53822,AUD,71500,FR,0,GB,L
2021,SE,FT,Product Data Analyst,103280,EUR,103000,DE,0,IT,L
2022,MI,FT,Machine Learning Engineer,74204,EUR,250000,JP,0,IN,M
2020,MI,FT,Product Data Analyst,114811,USD,10000,GB,100,AU,L
2023,MI,FT,Business Intelligence Analyst,149309,USD,138000,US,100,US,L
2020,EN,FT,Data Analyst,72448,CAD,45760,GB,50,US,M
2021,MI,FT,Data Analyst,113457,AUD,77000,CA,100,IT,S
2024,SE,FT,Data Analyst,148610,USD,48400,GB,50,US,M
2021,EN,FT,Product Data Analyst,92290,USD,106000,JP,50,US,M
2021,MI,FT,Junior Data Scientist,41526,USD,114400,CA,100,US,M
2022,SE,FT,Data Engineer,84768,USD,15400,DE,50,US,L
